VESSEL,HAUL,STATION_ID,HAUL_TYPE,PERFORMANCE,START_DATE,START_TIME,END_TIME,DURATION,STRATUM,START_LATITUDE,START_LONGITUDE,END_LATITUDE,END_LONGITUDE,START_DEPTH,END_DEPTH,GEAR,ACCESSORIES,MUD,BRITTLESTARS
,,,"**give them a small cheatsheet of haul type, stratum,  gear, accessories meanings (ie. shelf/slope, net type, etc) ",,,,,,,,,,,,,,,,
